order_id,order_line_id,date_sk,product_sk,customer_sk,quantity,unit_price,amount,cost,margin,promotion_sk,promotion_name,discount_rate
10298,1110,268,22,59,4,152.31,609.24,483.96,125.28000000000003,4,Promotion 5,0.25
10300,1464,124,33,54,1,50.67,50.67,32.43,18.240000000000002,1,Promotion 2,0.1
10301,1389,253,47,90,1,250.64,250.64,151.63,99.00999999999999,0,Promotion 1,0.0
10310,2079,70,31,13,3,249.62,748.86,553.29,195.57000000000005,1,Promotion 2,0.1
10312,1056,9,18,92,4,149.87,599.48,464.56,134.92000000000002,0,Promotion 1,0.0
10314,2471,70,48,76,1,244.39,244.39,173.77,70.61999999999998,4,Promotion 5,0.25
10317,1783,27,56,91,2,23.02,46.04,35.04,11.0,0,Promotion 1,0.0
10323,307,36,4,78,1,130.58,130.58,86.6,43.98000000000002,1,Promotion 2,0.1
10323,2019,186,34,70,2,170.67,341.34,259.7,81.63999999999999,1,Promotion 2,0.1
10348,1842,187,8,26,4,51.91,207.64,128.52,79.11999999999998,0,Promotion 1,0.0
10351,183,44,21,104,2,151.13,302.26,228.36,73.89999999999998,0,Promotion 1,0.0
10351,1203,28,53,90,5,84.23,421.15000000000003,334.09999999999997,87.05000000000007,2,Promotion 3,0.15
10351,2386,42,1,62,1,179.39,179.39,139.59,39.79999999999998,1,Promotion 2,0.1
10358,966,201,39,92,1,220.83,220.83,173.46,47.370000000000005,0,Promotion 1,0.0
10358,2284,136,11,110,5,59.47,297.35,234.1,63.25000000000003,1,Promotion 2,0.1
10360,490,237,5,8,5,22.07,110.35,83.25,27.099999999999994,1,Promotion 2,0.1
10361,364,169,43,1,3,76.76,230.28000000000003,168.69,61.59000000000003,2,Promotion 3,0.15
10365,1429,72,16,20,3,16.61,49.83,31.68,18.15,4,Promotion 5,0.25
10369,786,112,14,12,3,110.59,331.77,254.21999999999997,77.55000000000001,1,Promotion 2,0.1
10385,2150,165,56,52,4,23.02,92.08,70.08,22.0,3,Promotion 4,0.2
10391,1723,149,23,32,4,281.97,1127.88,789.68,338.20000000000016,3,Promotion 4,0.2
10400,2248,212,57,42,1,136.18,136.18,94.44,41.74000000000001,0,Promotion 1,0.0
10401,390,33,56,81,4,23.02,92.08,70.08,22.0,2,Promotion 3,0.15
10402,1558,198,13,66,4,178.51,714.04,445.96,268.08,2,Promotion 3,0.15
10403,2292,118,31,5,5,249.62,1248.1,922.1500000000001,325.9499999999998,2,Promotion 3,0.15
10406,2401,46,45,44,4,170.91,683.64,449.36,234.27999999999997,0,Promotion 1,0.0
10409,760,228,26,33,1,87.42,87.42,56.47,30.950000000000003,2,Promotion 3,0.15
10410,972,60,40,97,5,232.91,1164.55,791.35,373.19999999999993,0,Promotion 1,0.0
10412,619,78,18,95,1,149.87,149.87,116.14,33.730000000000004,4,Promotion 5,0.25
10416,539,186,56,91,1,23.02,23.02,17.52,5.5,2,Promotion 3,0.15
10423,422,251,13,19,1,178.51,178.51,111.49,67.02,0,Promotion 1,0.0
10431,1391,153,20,19,2,33.99,67.98,45.0,22.980000000000004,2,Promotion 3,0.15
10432,337,173,41,49,4,41.24,164.96,108.92,56.040000000000006,4,Promotion 5,0.25
10434,82,85,31,15,5,249.62,1248.1,922.1500000000001,325.9499999999998,3,Promotion 4,0.2
10434,1859,233,7,13,1,105.66,105.66,71.29,34.36999999999999,1,Promotion 2,0.1
10439,1891,53,39,92,1,220.83,220.83,173.46,47.370000000000005,4,Promotion 5,0.25
10441,331,141,4,81,2,130.58,261.16,173.2,87.96000000000004,0,Promotion 1,0.0
10441,2042,127,15,119,5,181.37,906.85,571.9,334.95000000000005,1,Promotion 2,0.1
10446,630,185,1,74,4,179.39,717.56,558.36,159.19999999999993,0,Promotion 1,0.0
10451,1326,211,8,63,1,51.91,51.91,32.13,19.779999999999994,4,Promotion 5,0.25
10451,2300,55,51,31,2,94.37,188.74,118.54,70.2,3,Promotion 4,0.2
10467,1301,131,33,106,1,50.67,50.67,32.43,18.240000000000002,2,Promotion 3,0.15
10473,1046,39,53,9,4,84.23,336.92,267.28,69.64000000000004,3,Promotion 4,0.2
10475,983,180,54,29,3,281.45,844.3499999999999,607.26,237.08999999999992,1,Promotion 2,0.1
10485,1038,42,46,68,2,117.57,235.14,184.58,50.559999999999974,0,Promotion 1,0.0
10486,790,92,51,87,1,94.37,94.37,59.27,35.1,4,Promotion 5,0.25
10489,806,152,32,120,4,269.89,1079.56,773.2,306.3599999999999,4,Promotion 5,0.25
10491,2404,105,41,23,5,41.24,206.20000000000002,136.15,70.05000000000001,0,Promotion 1,0.0
10492,94,214,19,83,4,236.99,947.96,606.0,341.96000000000004,0,Promotion 1,0.0
10494,1932,147,15,19,4,181.37,725.48,457.52,267.96000000000004,2,Promotion 3,0.15
10501,219,268,31,87,4,249.62,998.48,737.72,260.76,0,Promotion 1,0.0
10501,1496,88,3,90,2,34.49,68.98,48.54,20.440000000000005,3,Promotion 4,0.2
10505,1162,235,19,2,4,236.99,947.96,606.0,341.96000000000004,4,Promotion 5,0.25
10508,2025,211,16,91,3,16.61,49.83,31.68,18.15,1,Promotion 2,0.1
10508,2492,126,38,9,5,201.23,1006.15,628.6,377.54999999999995,1,Promotion 2,0.1
10509,984,104,39,14,5,220.83,1104.15,867.3000000000001,236.85000000000002,4,Promotion 5,0.25
10512,973,199,23,118,4,281.97,1127.88,789.68,338.20000000000016,1,Promotion 2,0.1
10514,1798,205,24,97,1,175.8,175.8,110.54,65.26,1,Promotion 2,0.1
10516,368,36,18,81,1,149.87,149.87,116.14,33.730000000000004,0,Promotion 1,0.0
10519,104,66,46,10,3,117.57,352.71,276.87,75.83999999999997,4,Promotion 5,0.25
10519,1173,249,19,112,3,236.99,710.97,454.5,256.47,4,Promotion 5,0.25
10525,2138,127,37,113,2,91.56,183.12,114.68,68.44,0,Promotion 1,0.0
10528,1834,152,53,20,3,84.23,252.69,200.45999999999998,52.23000000000002,4,Promotion 5,0.25
10530,407,212,37,119,1,91.56,91.56,57.34,34.22,0,Promotion 1,0.0
10533,66,242,19,107,5,236.99,1184.95,757.5,427.45000000000005,0,Promotion 1,0.0
10540,1503,229,2,120,3,198.46,595.38,463.62,131.76,1,Promotion 2,0.1
10545,418,263,11,115,3,59.47,178.41,140.46,37.94999999999999,2,Promotion 3,0.15
10550,787,186,14,84,1,110.59,110.59,84.74,25.85000000000001,4,Promotion 5,0.25
10552,2008,253,22,62,4,152.31,609.24,483.96,125.28000000000003,3,Promotion 4,0.2
10553,62,80,14,20,5,110.59,552.95,423.7,129.25000000000006,0,Promotion 1,0.0
10555,546,58,17,92,3,287.98,863.94,621.9300000000001,242.01,2,Promotion 3,0.15
10559,541,226,35,31,3,41.49,124.47,92.49,31.980000000000004,4,Promotion 5,0.25
10570,1321,76,13,103,2,178.51,357.02,222.98,134.04,3,Promotion 4,0.2
10570,1499,238,18,75,5,149.87,749.35,580.7,168.64999999999998,1,Promotion 2,0.1
10572,378,240,40,44,5,232.91,1164.55,791.35,373.19999999999993,0,Promotion 1,0.0
10581,656,130,48,22,1,244.39,244.39,173.77,70.61999999999998,2,Promotion 3,0.15
10582,2177,254,7,97,2,105.66,211.32,142.58,68.73999999999998,2,Promotion 3,0.15
10594,1980,258,55,91,3,57.74,173.22,136.26,36.96000000000001,1,Promotion 2,0.1
10598,2308,236,56,63,1,23.02,23.02,17.52,5.5,0,Promotion 1,0.0
10602,871,201,16,41,4,16.61,66.44,42.24,24.199999999999996,0,Promotion 1,0.0
10602,1135,80,32,25,4,269.89,1079.56,773.2,306.3599999999999,2,Promotion 3,0.15
10605,990,169,52,20,1,159.37,159.37,108.98,50.39,4,Promotion 5,0.25
10606,931,64,15,102,1,181.37,181.37,114.38,66.99000000000001,2,Promotion 3,0.15
10611,139,7,26,109,5,87.42,437.1,282.35,154.75,2,Promotion 3,0.15
10611,1893,17,47,72,1,250.64,250.64,151.63,99.00999999999999,4,Promotion 5,0.25
10614,1409,92,26,13,5,87.42,437.1,282.35,154.75,3,Promotion 4,0.2
10620,1522,146,12,50,3,278.28,834.8399999999999,541.14,293.69999999999993,3,Promotion 4,0.2
10623,2045,239,5,49,4,22.07,88.28,66.6,21.680000000000007,2,Promotion 3,0.15
10631,2324,115,6,98,2,153.26,306.52,224.48,82.03999999999999,3,Promotion 4,0.2
10633,2408,270,41,73,5,41.24,206.20000000000002,136.15,70.05000000000001,2,Promotion 3,0.15
10641,1649,209,40,36,5,232.91,1164.55,791.35,373.19999999999993,3,Promotion 4,0.2
10651,1851,96,4,31,5,130.58,652.9000000000001,433.0,219.9000000000001,3,Promotion 4,0.2
10655,976,258,15,24,2,181.37,362.74,228.76,133.98000000000002,3,Promotion 4,0.2
10660,1960,93,38,58,3,201.23,603.6899999999999,377.15999999999997,226.52999999999997,4,Promotion 5,0.25
10660,2231,28,14,32,5,110.59,552.95,423.7,129.25000000000006,1,Promotion 2,0.1
10665,38,59,10,81,3,180.42,541.26,353.15999999999997,188.10000000000002,3,Promotion 4,0.2
10665,555,24,30,30,3,16.27,48.81,34.230000000000004,14.579999999999998,0,Promotion 1,0.0
10668,2484,82,55,53,3,57.74,173.22,136.26,36.96000000000001,2,Promotion 3,0.15
10671,882,176,19,113,5,236.99,1184.95,757.5,427.45000000000005,4,Promotion 5,0.25
10675,1832,68,35,10,1,41.49,41.49,30.83,10.660000000000004,3,Promotion 4,0.2
10676,1289,13,43,63,2,76.76,153.52,112.46,41.06000000000002,1,Promotion 2,0.1
10689,2225,143,41,113,1,41.24,41.24,27.23,14.010000000000002,3,Promotion 4,0.2
10692,2315,252,47,5,3,250.64,751.92,454.89,297.03,1,Promotion 2,0.1
10696,1752,188,7,84,4,105.66,422.64,285.16,137.47999999999996,2,Promotion 3,0.15
10702,419,3,54,78,4,281.45,1125.8,809.68,316.12,1,Promotion 2,0.1
10705,2111,243,10,15,1,180.42,180.42,117.72,62.69999999999999,3,Promotion 4,0.2
10717,1473,131,43,97,4,76.76,307.04,224.92,82.12000000000003,0,Promotion 1,0.0
10718,1354,244,49,75,4,101.97,407.88,296.44,111.44,2,Promotion 3,0.15
10720,542,91,58,36,1,297.79,297.79,225.41,72.38000000000002,4,Promotion 5,0.25
10724,179,183,56,63,1,23.02,23.02,17.52,5.5,3,Promotion 4,0.2
10728,1545,219,29,15,5,137.28,686.4,428.54999999999995,257.85,2,Promotion 3,0.15
10740,773,263,26,34,2,87.42,174.84,112.94,61.900000000000006,4,Promotion 5,0.25
10741,735,199,31,86,3,249.62,748.86,553.29,195.57000000000005,0,Promotion 1,0.0
10743,1431,33,51,77,2,94.37,188.74,118.54,70.2,4,Promotion 5,0.25
10766,575,114,57,102,1,136.18,136.18,94.44,41.74000000000001,1,Promotion 2,0.1
10767,2189,97,52,35,5,159.37,796.85,544.9,251.95000000000005,4,Promotion 5,0.25
10774,2376,224,1,100,2,179.39,358.78,279.18,79.59999999999997,4,Promotion 5,0.25
10776,547,37,31,54,4,249.62,998.48,737.72,260.76,3,Promotion 4,0.2
10777,1999,253,16,96,3,16.61,49.83,31.68,18.15,3,Promotion 4,0.2
10781,1108,254,30,59,1,16.27,16.27,11.41,4.859999999999999,3,Promotion 4,0.2
10794,1091,27,7,101,1,105.66,105.66,71.29,34.36999999999999,1,Promotion 2,0.1
10800,616,80,36,78,4,204.95,819.8,613.04,206.76,0,Promotion 1,0.0
10807,2272,116,3,50,2,34.49,68.98,48.54,20.440000000000005,1,Promotion 2,0.1
10818,1371,167,41,43,3,41.24,123.72,81.69,42.03,2,Promotion 3,0.15
10824,881,149,58,75,5,297.79,1488.95,1127.05,361.9000000000001,3,Promotion 4,0.2
10832,2155,199,3,10,2,34.49,68.98,48.54,20.440000000000005,1,Promotion 2,0.1
10841,642,61,32,72,5,269.89,1349.4499999999998,966.5,382.9499999999998,2,Promotion 3,0.15
10844,198,81,5,45,5,22.07,110.35,83.25,27.099999999999994,0,Promotion 1,0.0
10848,776,88,12,16,4,278.28,1113.12,721.52,391.5999999999999,0,Promotion 1,0.0
10848,848,151,10,86,1,180.42,180.42,117.72,62.69999999999999,4,Promotion 5,0.25
10859,1886,161,48,52,5,244.39,1221.9499999999998,868.85,353.0999999999998,4,Promotion 5,0.25
10860,401,228,15,19,1,181.37,181.37,114.38,66.99000000000001,4,Promotion 5,0.25
10862,273,43,3,15,2,34.49,68.98,48.54,20.440000000000005,1,Promotion 2,0.1
10863,2049,192,46,97,4,117.57,470.28,369.16,101.11999999999995,2,Promotion 3,0.15
10867,2385,75,36,29,2,204.95,409.9,306.52,103.38,3,Promotion 4,0.2
10868,1837,239,15,81,2,181.37,362.74,228.76,133.98000000000002,1,Promotion 2,0.1
10877,248,104,31,13,5,249.62,1248.1,922.1500000000001,325.9499999999998,3,Promotion 4,0.2
10887,1241,31,10,104,3,180.42,541.26,353.15999999999997,188.10000000000002,3,Promotion 4,0.2
10888,1063,208,33,38,1,50.67,50.67,32.43,18.240000000000002,2,Promotion 3,0.15
10894,1451,252,4,12,2,130.58,261.16,173.2,87.96000000000004,2,Promotion 3,0.15
10897,2374,129,12,65,1,278.28,278.28,180.38,97.89999999999998,1,Promotion 2,0.1
10898,1051,148,14,8,4,110.59,442.36,338.96,103.40000000000003,4,Promotion 5,0.25
10898,1329,220,40,6,5,232.91,1164.55,791.35,373.19999999999993,4,Promotion 5,0.25
10901,215,202,9,71,4,39.99,159.96,119.88,40.08000000000001,4,Promotion 5,0.25
10904,346,214,52,65,2,159.37,318.74,217.96,100.78,3,Promotion 4,0.2
10905,2432,128,2,72,4,198.46,793.84,618.16,175.68000000000006,1,Promotion 2,0.1
10906,1553,193,33,110,5,50.67,253.35000000000002,162.15,91.20000000000002,3,Promotion 4,0.2
10911,1153,200,59,24,2,268.59,537.18,324.22,212.95999999999992,1,Promotion 2,0.1
10917,430,130,45,63,5,170.91,854.55,561.7,292.8499999999999,4,Promotion 5,0.25
10917,1602,266,30,107,3,16.27,48.81,34.230000000000004,14.579999999999998,1,Promotion 2,0.1
10927,1860,255,25,70,4,147.31,589.24,355.2,234.04000000000002,2,Promotion 3,0.15
10933,101,120,54,65,4,281.45,1125.8,809.68,316.12,0,Promotion 1,0.0
10934,471,130,34,49,1,170.67,170.67,129.85,40.81999999999999,0,Promotion 1,0.0
10940,1210,246,13,61,3,178.51,535.53,334.46999999999997,201.06,1,Promotion 2,0.1
10942,2336,155,36,106,2,204.95,409.9,306.52,103.38,2,Promotion 3,0.15
10946,2114,265,14,78,5,110.59,552.95,423.7,129.25000000000006,0,Promotion 1,0.0
10950,194,95,33,78,4,50.67,202.68,129.72,72.96000000000001,4,Promotion 5,0.25
10950,220,73,55,46,2,57.74,115.48,90.84,24.64,0,Promotion 1,0.0
10950,1973,214,4,103,5,130.58,652.9000000000001,433.0,219.9000000000001,4,Promotion 5,0.25
10951,1786,42,37,72,4,91.56,366.24,229.36,136.88,1,Promotion 2,0.1
10952,497,150,28,112,4,160.99,643.96,473.64,170.32000000000005,1,Promotion 2,0.1
10956,311,111,26,88,4,87.42,349.68,225.88,123.80000000000001,0,Promotion 1,0.0
10960,1826,206,11,38,2,59.47,118.94,93.64,25.299999999999997,4,Promotion 5,0.25
10968,2262,240,38,45,5,201.23,1006.15,628.6,377.54999999999995,3,Promotion 4,0.2
10969,1362,115,10,104,3,180.42,541.26,353.15999999999997,188.10000000000002,0,Promotion 1,0.0
10988,1841,148,48,27,1,244.39,244.39,173.77,70.61999999999998,0,Promotion 1,0.0
10989,1308,221,3,4,5,34.49,172.45000000000002,121.35,51.10000000000002,3,Promotion 4,0.2
10989,2477,44,22,83,3,152.31,456.93,362.96999999999997,93.96000000000004,4,Promotion 5,0.25
10991,108,49,56,119,4,23.02,92.08,70.08,22.0,0,Promotion 1,0.0
10991,1992,105,20,117,1,33.99,33.99,22.5,11.490000000000002,1,Promotion 2,0.1
10998,1258,30,27,17,1,106.16,106.16,66.49,39.67,2,Promotion 3,0.15
10998,2022,10,14,11,5,110.59,552.95,423.7,129.25000000000006,0,Promotion 1,0.0
10999,411,70,60,90,3,227.1,681.3,423.65999999999997,257.64,1,Promotion 2,0.1
11003,1400,254,44,72,5,20.85,104.25,82.44999999999999,21.80000000000001,0,Promotion 1,0.0
11011,2202,210,25,82,5,147.31,736.55,444.0,292.54999999999995,2,Promotion 3,0.15
11016,100,123,50,47,4,286.34,1145.36,711.48,433.8799999999999,3,Promotion 4,0.2
11018,956,232,40,2,5,232.91,1164.55,791.35,373.19999999999993,2,Promotion 3,0.15
11019,809,267,3,33,2,34.49,68.98,48.54,20.440000000000005,1,Promotion 2,0.1
11030,879,89,18,5,2,149.87,299.74,232.28,67.46000000000001,2,Promotion 3,0.15
11030,970,48,30,17,5,16.27,81.35,57.05,24.299999999999997,2,Promotion 3,0.15
11032,2076,247,20,10,4,33.99,135.96,90.0,45.96000000000001,0,Promotion 1,0.0
11034,2035,180,42,34,5,275.64,1378.1999999999998,961.5999999999999,416.5999999999999,0,Promotion 1,0.0
11038,1943,152,43,23,3,76.76,230.28000000000003,168.69,61.59000000000003,0,Promotion 1,0.0
11039,2143,168,44,101,2,20.85,41.7,32.98,8.720000000000006,4,Promotion 5,0.25
11045,2135,66,43,95,3,76.76,230.28000000000003,168.69,61.59000000000003,3,Promotion 4,0.2
11046,1250,4,20,38,4,33.99,135.96,90.0,45.96000000000001,0,Promotion 1,0.0
11046,1995,219,34,58,5,170.67,853.3499999999999,649.25,204.0999999999999,1,Promotion 2,0.1
11049,686,124,5,80,2,22.07,44.14,33.3,10.840000000000003,2,Promotion 3,0.15
11052,36,126,10,84,3,180.42,541.26,353.15999999999997,188.10000000000002,0,Promotion 1,0.0
11052,1347,233,10,65,3,180.42,541.26,353.15999999999997,188.10000000000002,4,Promotion 5,0.25
11052,1697,152,50,90,5,286.34,1431.6999999999998,889.35,542.3499999999998,4,Promotion 5,0.25
11059,1785,120,46,63,2,117.57,235.14,184.58,50.559999999999974,1,Promotion 2,0.1
11064,338,109,28,111,2,160.99,321.98,236.82,85.16000000000003,0,Promotion 1,0.0
11066,1375,132,25,105,4,147.31,589.24,355.2,234.04000000000002,1,Promotion 2,0.1
11067,103,76,31,86,4,249.62,998.48,737.72,260.76,2,Promotion 3,0.15
11072,747,30,54,72,5,281.45,1407.25,1012.0999999999999,395.1500000000001,4,Promotion 5,0.25
11073,2466,97,6,63,5,153.26,766.3,561.1999999999999,205.10000000000002,1,Promotion 2,0.1
11074,2024,187,40,62,2,232.91,465.82,316.54,149.27999999999997,1,Promotion 2,0.1
11092,792,91,55,92,4,57.74,230.96,181.68,49.28,1,Promotion 2,0.1
11105,328,37,29,120,1,137.28,137.28,85.71,51.57000000000001,0,Promotion 1,0.0
11106,1058,168,46,115,2,117.57,235.14,184.58,50.559999999999974,0,Promotion 1,0.0
11106,1336,76,7,31,4,105.66,422.64,285.16,137.47999999999996,2,Promotion 3,0.15
11109,1387,46,21,54,3,151.13,453.39,342.54,110.84999999999997,3,Promotion 4,0.2
11110,1009,114,1,16,2,179.39,358.78,279.18,79.59999999999997,0,Promotion 1,0.0
11116,986,233,48,63,4,244.39,977.56,695.08,282.4799999999999,1,Promotion 2,0.1
11118,1764,90,15,34,2,181.37,362.74,228.76,133.98000000000002,4,Promotion 5,0.25
11120,1004,185,52,68,4,159.37,637.48,435.92,201.56,4,Promotion 5,0.25
11121,2431,6,39,6,5,220.83,1104.15,867.3000000000001,236.85000000000002,3,Promotion 4,0.2
11129,1099,68,7,16,5,105.66,528.3,356.45000000000005,171.8499999999999,2,Promotion 3,0.15
11136,2243,252,26,98,1,87.42,87.42,56.47,30.950000000000003,2,Promotion 3,0.15
11137,21,213,39,114,1,220.83,220.83,173.46,47.370000000000005,1,Promotion 2,0.1
11137,393,85,40,89,3,232.91,698.73,474.81000000000006,223.91999999999996,1,Promotion 2,0.1
11140,2373,34,15,30,2,181.37,362.74,228.76,133.98000000000002,1,Promotion 2,0.1
11141,736,79,19,78,3,236.99,710.97,454.5,256.47,3,Promotion 4,0.2
11145,841,35,30,94,4,16.27,65.08,45.64,19.439999999999998,3,Promotion 4,0.2
11153,1735,8,42,30,1,275.64,275.64,192.32,83.32,3,Promotion 4,0.2
11153,2026,260,47,55,3,250.64,751.92,454.89,297.03,3,Promotion 4,0.2
11154,58,43,6,101,5,153.26,766.3,561.1999999999999,205.10000000000002,0,Promotion 1,0.0
11157,1734,134,28,18,5,160.99,804.95,592.05,212.9000000000001,3,Promotion 4,0.2
11158,540,252,17,91,3,287.98,863.94,621.9300000000001,242.01,4,Promotion 5,0.25
11171,246,211,47,39,1,250.64,250.64,151.63,99.00999999999999,3,Promotion 4,0.2
11172,2201,234,50,43,3,286.34,859.02,533.61,325.40999999999997,2,Promotion 3,0.15
11175,2306,157,20,62,2,33.99,67.98,45.0,22.980000000000004,1,Promotion 2,0.1
11182,1789,31,43,57,2,76.76,153.52,112.46,41.06000000000002,3,Promotion 4,0.2
11183,2220,260,52,34,4,159.37,637.48,435.92,201.56,2,Promotion 3,0.15
11184,298,68,43,13,3,76.76,230.28000000000003,168.69,61.59000000000003,1,Promotion 2,0.1
11188,17,83,44,93,3,20.85,62.550000000000004,49.47,13.080000000000005,2,Promotion 3,0.15
11189,1466,114,17,67,3,287.98,863.94,621.9300000000001,242.01,0,Promotion 1,0.0
11189,1884,197,38,21,3,201.23,603.6899999999999,377.15999999999997,226.52999999999997,4,Promotion 5,0.25
11192,466,195,21,16,5,151.13,755.65,570.9000000000001,184.7499999999999,3,Promotion 4,0.2
